bets,wins,win_rate,staked,profit,roi,friction_adjusted_profit,friction_adjusted_roi,max_drawdown,average_odds,average_model_probability,average_edge,average_clv,clv_positive_rate,average_fractional_kelly,rule,rule_size
66,48,0.7272727272727273,66.0,16.89,0.2559090909090909,16.1922,0.24533636363636363,-3.5199999999999996,1.7196969696969697,0.6535315387104096,0.09837469326107535,-0.00747267904080067,0.3333333333333333,0.04145360770439328,tournament_importance=4 & odds_bucket=1.5-2,2
30,6,0.2,30.0,8.0,0.26666666666666666,7.360000000000001,0.24533333333333338,-9.0,6.65,0.19538742107116308,0.04874942193323836,-0.026454979793997076,0.0,0.01199895818774792,surface=Hard & odds_bucket=5-10 & clv_bucket=-5-0%,3
61,20,0.32786885245901637,61.0,15.96,0.26163934426229507,14.820799999999998,0.2429639344262295,-6.25,3.909344262295082,0.31328041650060995,0.0651088583669426,0.02003093694516691,0.6557377049180327,0.017591131586749114,round=QF & odds_bucket=3-5 & probability_bucket=25-40%,3
42,20,0.47619047619047616,42.0,10.77,0.2564285714285714,10.114599999999998,0.24082380952380947,-4.8,2.918095238095238,0.3843818450502939,0.03871735489999911,0.016890424797879115,0.6904761904761905,0.007967758732214017,model_type=other & surface=Clay & edge_bucket=3-5%,3
60,20,0.3333333333333333,60.0,15.32,0.25533333333333336,14.2136,0.23689333333333332,-9.0,4.015,0.31607058623517575,0.0693189063820016,0.011669665426141153,0.6,0.01871503043414246,surface=Grass & probability_bucket=25-40%,2
45,27,0.6,45.0,11.190000000000001,0.2486666666666667,10.606199999999998,0.23569333333333328,-9.52,2.509333333333333,0.5326269430343962,0.06233786711215677,0.004910394050013422,0.4666666666666667,0.0250467150507388,model_type=top_10 & round=SF & edge_bucket=5-7.5%,3
60,16,0.26666666666666666,60.0,15.32,0.25533333333333336,14.133599999999996,0.23555999999999994,-15.67,4.684,0.23155831501949964,0.028675104569697168,0.020216180429004728,0.65,0.005481733392622195,surface=Hard & odds_bucket=3-5 & probability_bucket=0-25%,3
45,14,0.3111111111111111,45.0,11.43,0.254,10.5814,0.23514222222222222,-8.0,3.946444444444444,0.27752588195198113,0.03213426761814422,0.008151272216981986,0.6666666666666666,0.006281008146107129,model_type=other & round=R16 & odds_bucket=3-5,3
37,6,0.16216216216216217,37.0,9.5,0.25675675675675674,8.689999999999998,0.2348648648648648,-7.0,7.878378378378378,0.17160502922877194,0.037484859118531264,0.005579878126035126,0.5945945945945946,0.008776607591471074,round=R32 & probability_bucket=0-25% & edge_bucket=3-5%,3
52,32,0.6153846153846154,52.0,12.83,0.24673076923076923,12.173399999999997,0.2341038461538461,-7.269999999999998,2.6071153846153843,0.5928979702753263,0.09384609926703491,0.013474822375682267,1.0,0.049485503374190665,tournament_importance=4 & round=R32 & clv_bucket=0-2.5%,3
